sermon_id,title,subtitle,speaker,speaker_id,date,publish_date,bible_text,event_type,series,series_id,duration_seconds,download_count,more_info,language,keywords,has_audio,has_video,broadcaster_id,broadcaster_name,broadcaster_location,broadcaster_denomination,broadcaster_minister
622211432344944,Thankful for the Struggle,Judges,Rev. Eric W. Jorgensen,5572,2021-06-13,2021-06-22,,Sunday Service,Judges,147045,1508,40,,en,,True,False,ststephens,St. Stephen's Church,"Eldersburg, Maryland",,Rev. Eric W. Jorgensen
618211420423012,Text: 1 Samuel 15 Title: To Obey is Better than Sacrifice,BBC Preachers,Harry Sollenberger,21304,2021-06-13,2021-06-18,1 Samuel 15,Sunday Service,BBC Preachers,203924,3169,14,"Bethel Baptist Church | 06-13-2021 | Sunday AM
Text: 1 Samuel 15
Title: To Obey is Better than Sacrifice",en,,True,True,bbcofmd,Bethel Baptist Church,"Ferndale, Maryland",Baptist,Jim Ghanayem
61321174783864,Searching The Scriptures,,Anton Kolyabin,51579,2021-06-13,2021-06-13,John 5:39-47,Sunday Service,,,1738,24,"We must search the Scriptures because it is there we find Christ and it is from there we are fed, as we see in John 5:39-47.",en,,True,True,missionbible,Mission Bible Church,"Derwood, Maryland",Bible,Pastor Joe McKnight
613211541418072,Saving Faith,Richly Blessed in Christ,Stan Long,27387,2021-06-13,2021-06-16,Ephesians 2:8-10,Sunday Service,Richly Blessed in Christ,146581,2098,108,Pastor Stan Long explains in simple language what it means to be a Christian by having saving faith in Christ.,en,,True,True,grpca,Grace Reformed Presbyterian Church,"Relay, Maryland",PCA,"Doug Serven, Pastor"
614211055561506,Rev #5: Faithful Unto Death,Revelation Series 2021,Arch Van Devender,22456,2021-06-13,2021-06-14,Revelation 2:8-11,Sunday Service,Revelation Series 2021,148099,2600,94,,en,,True,False,libertychurchpca,"Liberty Church, PCA","Owings Mills, Maryland",PCA,Aaron Lira
6152132550817,Philippians - June 13 2021,,Larry Irvine,51531,2021-06-13,2021-06-15,,Sunday School,,,3843,55,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
52516023369,'On Purpose' Devotional,pastortooten,"Dr. Tim Tooten, Sr",19208,2021-06-13,2016-05-25,Ephesians 4:11-12,Podcast,pastortooten,61171,93,154,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
6152134241479,Life of Christ - Lesson 25,Life of Christ,Alan Plumley,30892,2021-06-13,2021-06-15,,Sunday School,Life of Christ,141769,3626,47,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
613212039197475,"God Testing, Man Worshipping",,Pastor Damon Young,51515,2021-06-13,2021-06-13,Genesis 22; Romans 8:31-39,Sunday Service,,,2620,28,,en,,True,True,gppopc,Grace and Peace Presbyterian Church,"California, Maryland",OPC,Pastor Damon Young
614211450465134,Family Matters: Family on Mission,Family Matters 2021,Jim Cabush,27934,2021-06-13,2021-06-14,Deuteronomy 6:4-6,Sunday Service,Family Matters 2021,147563,2672,28,A reminder concerning the mission of a Christian family.,en,,True,False,valleygrace,Valley Grace,"Hagerstown, Maryland",,Pastor Charlie Hirschy
615212141177366,"Ephesians (Review) - ""The Church's Wealth and Walk in Christ"" - Part 5",Ephesians,Pastor Quint Merson,51419,2021-06-13,2021-06-16,Ephesians 3; Ephesians 3:12-21,Sunday Service,Ephesians,148278,5405,65,"Pastor Merson continues with his review of the first four chapters of the book of Ephesians. Today he covers Ephesians Chapter 3, verse 12 through 21.",en,Ephesians Walk Church,True,True,crosslifebible,CrossLife Bible Church,"Westminster, Maryland",Bible,Pastor Quint Merson
61521256334970,Ecclesiastes 1 - June 13 2021,Ecclesiastes,Gabe Powell,30586,2021-06-13,2021-06-15,,Sunday School,Ecclesiastes,148721,3880,89,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
61521031472293,Cretans For Christ,Titus,Gabe Powell,30586,2021-06-13,2021-06-15,Titus 1,Sunday Service,Titus,73842,3077,62,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
61521258223170,Covenants - June 13 2021,Covenants,Kerry Kane,51610,2021-06-13,2021-06-15,,Sunday School,Covenants,148975,3384,48,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
61321223983495,Common Grace and Perfect Love,Matthew,Joel Wood,14634,2021-06-13,2021-06-14,Matthew 5:43-48,Sunday Service,Matthew,96250,2486,137,,en,,True,True,trinityrpc,Trinity Reformed Presbyterian Church,"Burtonsville, Maryland",RPCNA,Kevin Dennis
610211937511322,Come Let Us Worship Our King,Summer in the Psalms 2021,Derek Pulliam,26220,2021-06-13,2021-06-10,Psalm 47,Sunday Service,Summer in the Psalms 2021,148451,2018,37,,en,,True,False,columbiapres,Columbia Presbyterian Church,"Columbia, Maryland",PCA,Pastor Robert Bjerkaas
61321194415376,Cleansed from Guilt,Life of Joseph,Rev. Christopher Cashen,17193,2021-06-13,2021-06-13,Genesis 44,Sunday Service,Life of Joseph,146528,2515,26,God tests His children to uncover sin and strengthen faith in the substitutionary atonement of Jesus.,en,,True,True,christredeems,Trinity Reformed Presbyterian Church,"Lanham, Maryland",OPC,Chris Cashen
613211745596441,"Chapter 6e - Attributes of God, Goodness and Wisdom",Summary of Christian Doctrine,Vince Kluth,26106,2021-06-13,2021-06-13,,Sunday School,Summary of Christian Doctrine,145922,2576,27,"In our study of the attributes of God, we examine the goodness and wisdom of God.",en,,True,True,missionbible,Mission Bible Church,"Derwood, Maryland",Bible,Pastor Joe McKnight
61321130115320,Catechism 2021: The 24th Lord's Day,Catechism 2021,Matt Fortunato,45672,2021-06-13,2021-06-13,,Podcast,Catechism 2021,142547,435,52,"Catechism is a weekly online tool for your personal, home, or small group devotion. It is meant to be a spring board for prayer, Bible study, and discussion.",en,,True,True,northharford,North Harford Baptist Church,"Jarrettsville, Maryland",Baptist,Matt Fortunato
22823139541293,"Biblical Understanding of ""Race""",The Faith Debate,Troy Skinner,54313,2021-06-13,2023-02-28,Colossians 2:8,Radio Broadcast,The Faith Debate,163388,1447,46,"Biblical Understanding of ""Race"" 
Faith Debate: June 13th, 2021
News Radio 930 WFMD in Frederick, Maryland

In the previous episode The Faith Debate began a five-part conversation about ""race"". How does the biblical view compare with popular non-biblical views on ""race""? This show is part of a twelve episode series that answers questions directly submitted by listeners of The Faith Debate and viewers of the Household of Faith in Christ video casts.

The panel:
Troy Skinner. Pastor of Household of Faith in Christ.

www.HouseholdOfFaithInChrist.com",en,HouseholdoffaithinChrist FaithDebate Race Socialjustice CRT BLM Postmodernism Leftism Subjectivism PostStructuralism Intersectionality Wokism,True,False,troyskinner,Household of Faith in Christ,"Frederick, Maryland",Independent Reformed,Troy Skinner
61421150136232,06-13-2021 | Sunday PM,,Kevin Sommerdorf,47884,2021-06-13,2021-06-14,,Sunday Service,,,2242,15,Bethel Baptist Church | 06-13-2021 | Sunday PM,en,,True,True,bbcofmd,Bethel Baptist Church,"Ferndale, Maryland",Baptist,Jim Ghanayem
614211342161,"""What in the world is going on""",,"Dr. Tim Tooten, Sr",19208,2021-06-13,2021-06-14,John 17:16-18,Sunday Service,,,1503,55,,en,faith world sin witnessing evangelism,True,True,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
610211420214280,"""My Time is Up""",,Rev. Keith Coleman,6698,2021-06-13,2021-06-13,2 Timothy 4:1-8,Sunday Service,,,2460,58,,en,pilgrimpbc presbyterian keithcoleman mission missionbible bible pilgrim kingsville vincekluthisafalseprophet 2timothy mytimeisup timesup,True,False,pilgrimpresb,Pilgrim Presbyterian Bible Church,"Kingsville, Maryland",Bible Presbyterian,Elder Tim Everett
32022123956176,64: Are You Good Bad Good?,Book of Revelation,Troy Skinner,54313,2021-06-12,2022-03-20,Ezekiel 43; Revelation 2:18-29,Sunday Service,Book of Revelation,160692,3966,69,"Are You Good Bad Good?

Sermon and discussion on Revelation 2:18-29 with the Household of Faith in Christ. Join the conversation in the comments section.

www.householdoffaithinchrist.com",en,Thyatira tolerate Jezebel prophet immorality idols suffering adultery churches Satan Lydia bronze victorious authority scepter Spirit MorningStar,True,True,troyskinner,Household of Faith in Christ,"Frederick, Maryland",Independent Reformed,Troy Skinner
95157790,"""No Comparison"" Devotional",,"Dr. Tim Tooten, Sr",19208,2021-06-12,2015-09-05,1 Samuel 2:2,Podcast,,,102,107,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
8221659126,'It all starts at home' Devotional,,"Dr. Tim Tooten, Sr",19208,2021-06-11,2016-08-22,Colossians 3:20,Podcast,,,93,120,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
611212127145608,06-09-2021 | Wednesday PM,,Tony Masciarelli,49867,2021-06-11,2021-06-11,,Midweek Service,,,1245,22,Bethel Baptist Church | 06-09-2021 | Wednesday PM,en,,True,True,bbcofmd,Bethel Baptist Church,"Ferndale, Maryland",Baptist,Jim Ghanayem
61421232535949,The Gratification of Submission,Philippians,Pastor Caleb E. Bottrell,19107,2021-06-10,2021-06-14,Philippians 2:14-18,Midweek Service,Philippians,145131,2501,42,,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
61021127472511,The Living Bible,Facing Trials,"Jerry R. Harmon, Ph.D",10619,2021-06-09,2021-06-10,James 1:19-27,Midweek Service,Facing Trials,148162,2359,61,,en,The Living Bible James Facing Trials Series,True,True,jharmon,Grace Bible Baptist Church,"Baltimore, Maryland",Independent Baptist,"Jerry R. Harmon, Ph.D"
61121124425143,Presuppositional Apologetics Class 2,Apologetics Class,David Griffin,22543,2021-06-09,2021-06-11,1 Peter 3:15,Teaching,Apologetics Class,148519,8722,162,"If you missed Class #1 I would recommend first watching that class. In 
 class #2 we take a look at inductive and deductive reasoning and spend some time spotting unjustified presuppositions in science articles.",en,apologetics presuppositional evangelism gospel,True,True,116churchmaryland,One:16 Bible Church - Maryland,"Elkton, Maryland",Reformed Baptist,David
6102107495611,How to Respond When God Says No,,Dr. Dennis Leatherman,10920,2021-06-09,2021-06-10,2 Samuel 7:18-29,Midweek Service,,,2857,35,,en,,True,False,mlibc,Mountain Lake Independent Baptist Church,"Oakland, Maryland",Independent Baptist,Dr. Dennis Leatherman
69211246362802,GMM Living From Above Pt6,Good Morning Mechanicsville,Donald Curtis,13139,2021-06-09,2021-06-09,,Podcast,Good Morning Mechanicsville,35919,1806,67,,en,,True,False,christschurch,Christ's Church,"Waldorf, Maryland",Non Denominational,"Donald B. Curtis, Pastor"
102515010549,'Don't try it' Devotional,,"Dr. Tim Tooten, Sr",19208,2021-06-09,2015-10-25,Nahum 1:9,Podcast,,,96,113,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
61021171441207,21 The Full Assurance of Faith,Hebrews,Matt Fortunato,45672,2021-06-09,2021-06-10,Hebrews 10:18-27,Midweek Service,Hebrews,135688,3484,109,,en,,True,True,northharford,North Harford Baptist Church,"Jarrettsville, Maryland",Baptist,Matt Fortunato
62916030463,'A Gift Pack' Devotional,,"Dr. Tim Tooten, Sr",19208,2021-06-08,2016-06-29,1 Peter 4:10,Podcast,,,93,110,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
67212257581318,Justification,,Rev. Christopher Cashen,17193,2021-06-07,2021-06-07,Numbers 15:22-36,Sunday School,,,2804,25,,en,justification forgiveness,True,True,christredeems,Trinity Reformed Presbyterian Church,"Lanham, Maryland",OPC,Chris Cashen
67212155155437,Feasting with the King,,Rev. Christopher Cashen,17193,2021-06-07,2021-06-07,Genesis 43,Sunday Service,,,2788,9,Jesus Christ leads sin starved sinners in faith to the table of the God of Creation to feast and be full of joy.,en,,True,True,christredeems,Trinity Reformed Presbyterian Church,"Lanham, Maryland",OPC,Chris Cashen
67211914241184,Confession of Faith 2021: Week 23,Confession of Faith 2021,Matt Fortunato,45672,2021-06-07,2021-06-07,,Devotional,Confession of Faith 2021,142551,523,55,"Confession of Faith is a weekly online tool for your personal, home, or small group devotion. It is meant to be a spring board for prayer and Bible study.",en,,True,True,northharford,North Harford Baptist Church,"Jarrettsville, Maryland",Baptist,Matt Fortunato
67211722288180,Christian Parenting 101 #2,Christian Parenting 101,Various Speakers,12090,2021-06-07,2021-06-07,,Sunday Service,Christian Parenting 101,148520,1919,43,,en,,True,False,ststephens,St. Stephen's Church,"Eldersburg, Maryland",,Rev. Eric W. Jorgensen
6721184506631,The Ideal Intercessory Prayer,Hebrews 13,Adam Eshleman,17611,2021-06-06,2021-06-08,Hebrews 13:20-21,Sunday - PM,Hebrews 13,145268,2917,74,,en,peace prayer intercession benediction sanctification,True,True,emc,Reformation Bible Church,"Darlington, Maryland",ACCC,Adam Eshleman
69211741307833,The Future Belongs to God and the Family,Psalms,Rev. Dr. Edd Cathey,9967,2021-06-06,2021-06-09,Psalm 127,Sunday - PM,Psalms,51414,1386,65,,en,,True,True,gppopc,Grace and Peace Presbyterian Church,"California, Maryland",OPC,Pastor Damon Young
672101723787,The Eyes & Ears of the Lord,1 Peter,Dr. Dennis Leatherman,10920,2021-06-06,2021-06-07,1 Peter 3:12,Sunday - PM,1 Peter,96263,2589,52,,en,,True,False,mlibc,Mountain Lake Independent Baptist Church,"Oakland, Maryland",Independent Baptist,Dr. Dennis Leatherman
61421233555081,The Apocrypha and NT Pseudo-writings,God's Word: It's Preservation,Brock Mawdesley,7893,2021-06-06,2021-06-14,1 Thessalonians 2:2-3; Jude 14-15,Sunday - PM,God's Word: It's Preservation,147869,2093,51,,en,,True,False,ucrbcmd,Upper Cross Roads Baptist Church,Northeast Maryland,Baptist,Brock Mawdesley
67211651112885,Jesus' Prayer for Unity,,John Manry,45670,2021-06-06,2021-06-07,John 17:20-26,Sunday - PM,,,749,41,,en,,True,True,northharford,North Harford Baptist Church,"Jarrettsville, Maryland",Baptist,Matt Fortunato
6821121124134,Jesus a Greater Prophet then Moses,Lord's Table Meditations,Tim Leaman,10789,2021-06-06,2021-06-08,Deuteronomy 18:15-19,Sunday - PM,Lord's Table Meditations,57916,2332,174,,en,,True,False,pastorleaman,Calvary Baptist Church,"Westminster, Maryland",Independent Baptist,Tim Leaman
6192120292828,Choose Love,,Torrey Snow,30981,2021-06-06,2021-06-19,1 John 2,Sunday - PM,,,3126,39,,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
66212319586332,Called to Reverence: Hallowed be Your Name,Lord's Prayer,Richard Holmes,49997,2021-06-06,2021-06-06,Matthew 6:9,Sunday - PM,Lord's Prayer,143404,1629,38,The prayer Jesus taught us reveals his priorities for our lives. We finish our consideration of what we are asking for when we pray this petition.,en,,True,True,christreformedpca,Christ Reformed Presbyterian Church-PCA,"Laurel, Maryland",PCA,Berdj Tchilinguirian
6721210514082,06-06-2021 | Sunday PM,,Josh Mullins,28152,2021-06-06,2021-06-07,John 14,Sunday - PM,,,2626,24,Bethel Baptist Church | 06-06-2021 | Sunday PM (sermon & scripture),en,,True,True,bbcofmd,Bethel Baptist Church,"Ferndale, Maryland",Baptist,Jim Ghanayem
616212229331131,Raising Children Who Make It,,Dave Brady,28491,2021-06-06,2021-06-16,Hebrews 11:7,Sunday - PM,,,3772,82,,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
6721184055720,What Does It Take to Enter Heaven,Lord's Supper,Dr. John McKnight,12235,2021-06-06,2021-06-08,Luke 23:32-43,Sunday - AM,Lord's Supper,9755,1689,134,,en,thief doctrine prayer guilt righteousness conversion purgatory,True,True,emc,Reformation Bible Church,"Darlington, Maryland",ACCC,Adam Eshleman
66211423512561,Vow 4: Work and Worship of the Church,Basic Christianity,Jesse Crutchley,22467,2021-06-06,2021-06-06,Matthew 28:16-20,Sunday - AM,Basic Christianity,147721,1820,32,"This is the audio/video of our worship service held on 6/6/21. 

Due to a poor internet connection beyond our control, the video live-stream was interrupted and ended early.

There are no issues with the audio.",en,,True,True,srepc,Severn Run EP Church (PCA),"Millersville, Maryland",PCA,Jesse Crutchley
614212254396862,The Father Glorifies the Son,Gospel of John series,Brock Mawdesley,7893,2021-06-06,2021-06-14,John 8:46-59,Sunday - AM,Gospel of John series,141848,2446,64,,en,,True,False,ucrbcmd,Upper Cross Roads Baptist Church,Northeast Maryland,Baptist,Brock Mawdesley
619211940187976,The Character of a Believer Who Walks with God,,Joel Porcher,16596,2021-06-06,2021-06-19,Psalm 15,Sunday - AM,,,4666,22,,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
66211559381602,The Blessing of Forgiveness,,Dr. Dennis Leatherman,10920,2021-06-06,2021-06-06,Psalm 32,Sunday - AM,,,3088,39,,en,,True,False,mlibc,Mountain Lake Independent Baptist Church,"Oakland, Maryland",Independent Baptist,Dr. Dennis Leatherman
6721168341737,Preserving Unity,Ephesians 2021,John Manry,45670,2021-06-06,2021-06-07,Ephesians 4:1-6,Sunday - AM,Ephesians 2021,146596,2264,90,,en,,True,True,northharford,North Harford Baptist Church,"Jarrettsville, Maryland",Baptist,Matt Fortunato
6621161501278,Kingdom Economics,Ministry of Jesus in Luke,Sung Cho,29103,2021-06-06,2021-06-06,Luke 16:1-13,Sunday - AM,Ministry of Jesus in Luke,84817,2119,54,,en,,True,False,faithbiblemd,Faith Bible Church,"Elkridge, Maryland",Bible,Sung Cho
66212329443203,Gospel Freedom: Paul's Story #4,Galatians,Richard Holmes,49997,2021-06-06,2021-06-06,Galatians 1:10-24,Sunday - AM,Galatians,6458,1929,67,Most of us are inclined to be people pleasers. Learn how you can tell if this is driving your way of relating to others and how to be free.,en,,True,True,christreformedpca,Christ Reformed Presbyterian Church-PCA,"Laurel, Maryland",PCA,Berdj Tchilinguirian
68211156543837,God's Grace in Conversion,Grace in th Conversion of Paul,Tim Leaman,10789,2021-06-06,2021-06-08,1 Timothy 1:12-17,Sunday - AM,Grace in th Conversion of Paul,148997,3077,145,,en,,True,False,pastorleaman,Calvary Baptist Church,"Westminster, Maryland",Independent Baptist,Tim Leaman
662117257460,Five Incentives for Holy Living,,"Jerry R. Harmon, Ph.D",10619,2021-06-06,2021-06-06,1 Peter 1:13-21,Sunday - AM,,,2221,42,,en,Five Incentives for Holy Living IPeter,True,True,jharmon,Grace Bible Baptist Church,"Baltimore, Maryland",Independent Baptist,"Jerry R. Harmon, Ph.D"
617211429323964,A Synopsis of the Book of James: James 2:14-20,James Series,Joel Porcher,16596,2021-06-06,2021-06-19,James 2:14-20,Sunday - AM,James Series,122761,2525,124,"Purpose: The purpose of the book of James was to demonstrate the Biblical teaching that genuine faith in Christ is inseparably connected to a practical walk of obedience to God's will and practical growth into Christlikeness. 
Proposition: God wants us to live out the position that we have in Christ.",en,,True,False,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
6721328143972,Why Worship Matters,Worship and the Church,Scott  Shaw,36247,2021-06-06,2021-06-07,,Sunday Service,Worship and the Church,148670,2518,121,,en,Worship Church,True,False,shoreharvest,Shore Harvest Presbyterian Church,"Easton, Maryland",PCA,Scott Shaw
68211341331080,The Tabernacle: Come and Worship!,,Francis VanDelden,9835,2021-06-06,2021-06-08,Exodus 25:1-9,Sunday Service,,,2348,40,,en,,True,False,newhopeopc,New Hope Orthodox Presbyterian Church,"Frederick, Maryland",OPC,Francis VanDelden
672112443456,The Source of Our Complaining,Sermon on the Mount,Jon Zeigler,14308,2021-06-06,2021-06-13,Philippians 2:12-16,Sunday Service,Sermon on the Mount,142706,2262,31,,en,,True,False,ferndalechurch,Ferndale Baptist Church,"Oakland, Maryland",Southern Baptist,Jon Zeigler
6821161614245,The Holiness of God,,Sean Mornan,37641,2021-06-06,2021-06-08,Isaiah 6:1-8,Sunday Service,,,3192,72,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
6621140571818,The Good News,Richly Blessed in Christ,Eric Tracy,25947,2021-06-06,2021-06-07,Ephesians 2:4-7,Sunday Service,Richly Blessed in Christ,146581,1627,52,"The Apostle Paul, after after explaining the Bad News of how completely lost and dead we were without Christ (see the sermon from May 30th), he goes on to give the Good News - that God loved us so much that he made us alive in Christ even when we were dead and totally helpless. This is completely a work of God's love and grace, not our own, so that He will be praised in the ages to come for his goodness toward those who believe in Jesus.",en,,True,True,grpca,Grace Reformed Presbyterian Church,"Relay, Maryland",PCA,"Doug Serven, Pastor"
61421010531424,The Church and Its Relationship to the Government Pt. 1,Back to the Basics,George Lawson,20002,2021-06-06,2021-06-14,Matthew 17:24-27,Sunday Service,Back to the Basics,148915,2264,131,,en,,True,False,baltbiblechurch,Baltimore Bible Church,"Baltimore, Maryland",,George Lawson
6721016147869,Sinking with Jesus - Mark 4:35,Gospel of Mark,David Griffin,22543,2021-06-06,2021-06-07,Mark 4:35,Sunday Service,Gospel of Mark,148679,2361,77,,en,mark sinking emotions feelings truth lies,True,False,116churchmaryland,One:16 Bible Church - Maryland,"Elkton, Maryland",Reformed Baptist,David
672102957152,Revenge,Matthew,Joel Wood,14634,2021-06-06,2021-06-07,Matthew 5:38-42,Sunday Service,Matthew,96250,1988,76,,en,,True,True,trinityrpc,Trinity Reformed Presbyterian Church,"Burtonsville, Maryland",RPCNA,Kevin Dennis
67211327403172,Rev #4: Remembering Our First Love,Revelation Series 2021,Arch Van Devender,22456,2021-06-06,2021-06-07,Revelation 2:1-7,Sunday Service,Revelation Series 2021,148099,1756,55,,en,,True,False,libertychurchpca,"Liberty Church, PCA","Owings Mills, Maryland",PCA,Aaron Lira
682137166115,"Philippians - June 6, 2020",,Larry Irvine,51531,2021-06-06,2021-06-08,,Sunday School,,,3155,71,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
682139434865,Life of Christ - Lesson 25,Life of Christ,Alan Plumley,30892,2021-06-06,2021-06-08,,Sunday School,Life of Christ,141769,3501,57,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
75211931517440,"Hope in God, O My Soul!",Psalms,Rev. Jason Van Bemmel,5170,2021-06-06,2021-07-05,Psalm 42,Sunday Service,Psalms,37840,2834,57,,en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
64212042313476,God is For You,Summer in the Psalms 2021,Trip Beans,42276,2021-06-06,2021-06-04,Psalm 56,Sunday Service,Summer in the Psalms 2021,148451,2164,41,,en,,True,False,columbiapres,Columbia Presbyterian Church,"Columbia, Maryland",PCA,Pastor Robert Bjerkaas
61321215844249,"Ephesians (Review) - ""The Church's Wealth and Walk in Christ"" - Part 4",Ephesians,Pastor Quint Merson,51419,2021-06-06,2021-06-13,Ephesians 3; Ephesians 3:1-11,Sunday Service,Ephesians,148278,4036,27,"Pastor Merson continues with his review of the first four chapters of the book of Ephesians. Today he covers Ephesians Chapter 3, verse 1 through 11.",en,Ephesians Walk Church,True,True,crosslifebible,CrossLife Bible Church,"Westminster, Maryland",Bible,Pastor Quint Merson
6821310565175,Ecclesiastes - Introduction,Ecclesiastes,Gabe Powell,30586,2021-06-06,2021-06-08,,Sunday School,Ecclesiastes,148721,4173,129,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
6621195742377,"Chapter 6d - Communicable Attributes, Veracity and Holiness",Summary of Christian Doctrine,Vince Kluth,26106,2021-06-06,2021-06-06,,Sunday School,Summary of Christian Doctrine,145922,2789,25,God is entirely true and His holiness is positional and ethical.,en,,True,True,missionbible,Mission Bible Church,"Derwood, Maryland",Bible,Pastor Joe McKnight
66211257265362,Catechism 2021: The 23rd Lord's Day,Catechism 2021,Matt Fortunato,45672,2021-06-06,2021-06-06,,Podcast,Catechism 2021,142547,520,25,"Catechism 2021 is a weekly online tool for your personal, home, or small group devotion. It is meant to be a spring board for prayer and Bible study.",en,,True,True,northharford,North Harford Baptist Church,"Jarrettsville, Maryland",Baptist,Matt Fortunato
682115546916,Biblical Ethics for the Use of Personal Technology,,Dave Brady,28491,2021-06-06,2021-06-08,1 Corinthians 6:12; 1 Corinthians 10:31,Sunday School,,,2160,71,,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
662119585581,Behold The Lord Cometh,,Pastor Joe McKnight,12234,2021-06-06,2021-06-06,Jude 14-15,Sunday Service,,,2320,32,"This very old, very sure, and very inclusive prophecy found in Jude 1:14-15 declares that the Lord is coming to judge the ungodly.",en,,True,True,missionbible,Mission Bible Church,"Derwood, Maryland",Bible,Pastor Joe McKnight
66211818403348,Ask for the Impossible,Judges,Rev. Eric W. Jorgensen,5572,2021-06-06,2021-06-06,,Sunday Service,Judges,147045,1469,45,,en,,True,False,ststephens,St. Stephen's Church,"Eldersburg, Maryland",,Rev. Eric W. Jorgensen
6821115174128,A Template for God's Intervention in Every Problem,,Dave Brady,28491,2021-06-06,2021-06-08,Genesis 18:1-15,Sunday Service,,,3417,112,,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
672115302096,A More Excellent Way,,Pastor Damon Young,51515,2021-06-06,2021-06-07,1 Corinthians 13; Jeremiah 33,Sunday Service,,,3081,63,,en,,True,False,gppopc,Grace and Peace Presbyterian Church,"California, Maryland",OPC,Pastor Damon Young
227231541427859,"A Conversation on Fatherhood and ""Race""",The Faith Debate,Troy Skinner,54313,2021-06-06,2023-02-27,,Radio Broadcast,The Faith Debate,163388,1515,43,"A Conversation on Fatherhood and ""Race"" 
Faith Debate: June 6th, 2021
News Radio 930 WFMD in Frederick, Maryland

After completing thoughts on fatherhood from the previous episode, this episode then pivots to beginning a conversation about what people have labeled ""race"". What does the Bible say about ""race""? How does this compare with popular non-biblical views on ""race""?

This show is part of a series answering questions directly submitted by listeners of the Faith Debate and viewers of the Household of Faith in Christ video casts.

The panel:
Troy Skinner. Pastor of Household of Faith in Christ.

www.HouseholdOfFaithInChrist.com",en,HouseholdoffaithinChrist FaithDebate 930WFMD FrederickMaryland Race Fatherhood Parenting Honoring Family Relationships Ethnicities BLM Racism,True,False,troyskinner,Household of Faith in Christ,"Frederick, Maryland",Independent Reformed,Troy Skinner
66211429536298,"""It's Your Turn""",,Rev. Keith Coleman,6698,2021-06-06,2021-06-06,2 Timothy 4:1-8,Sunday Service,,,2477,60,,en,pilgrimpbc presbyterian keithcoleman mission missionbible bible pilgrim kingsville vincekluthisafalseprophet 2timothy yourturn,True,False,pilgrimpresb,Pilgrim Presbyterian Bible Church,"Kingsville, Maryland",Bible Presbyterian,Elder Tim Everett
3516033200,"""Don't Count Me Out"" Devotional",,"Dr. Tim Tooten, Sr",19208,2021-06-06,2016-03-05,Philippians 4:13,Podcast,,,83,156,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
